flow_duration,total_fwd_packets,total_backward_packets,flow_bytes_sec,flow_packets_sec,packet_length_mean,packet_length_std,fwd_packet_length_mean,bwd_packet_length_mean,min_packet_length,max_packet_length,init_win_bytes_forward,init_win_bytes_backward,label
-0.23529586,0.036589183,-0.50584227,-0.30668396,-0.31918663,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.3755729,-0.23293197,0.10024466,-0.30044258,-0.3191469,3.6485355,3.7976453,-0.29263142,3.389565,-0.7809396,3.2127872,0.0,0.0,2
-0.4067471,-0.23293197,0.22146206,-0.17137034,-0.31809336,3.2276921,2.5996547,-0.29263142,2.7427967,-0.7809396,2.4796808,0.0,0.0,2
-0.40704858,-0.23293197,-0.02097273,-0.13754027,-0.31812388,4.002835,4.518492,-0.29263142,4.354716,-0.7809396,4.6363187,0.0,0.0,2
-0.0886435,-0.50245315,0.22146206,-0.30668473,-0.31918788,-0.52100563,-0.45105475,-0.30912992,-0.4710378,-0.49215728,-0.44973174,0.0,0.0,0
-0.40577394,-0.36769256,-0.02097273,-0.22450067,-0.3187469,4.002835,4.518492,-0.2843822,4.354716,-0.7809396,3.9458933,0.0,0.0,2
-0.30181783,0.036589183,0.22146206,-0.30661005,-0.31917292,-0.41432744,-0.34239206,-0.0010206323,-0.42879805,-0.7809396,-0.34428495,0.0,0.0,0
-0.21792726,0.8451527,0.34267944,-0.30621102,-0.31917453,0.34037966,0.35280153,-0.14714473,0.6646719,-0.7809396,0.27433628,0.0,0.0,0
-0.30289188,-0.0981714,-0.50584227,-0.30668303,-0.31918493,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.4060978,-0.23293197,-0.02097273,-0.21210963,-0.31859475,4.002835,4.518492,-0.29263142,4.354716,-0.7809396,3.9458933,0.0,0.0,2
-0.40678522,-0.23293197,0.22146206,-0.16778825,-0.31806487,3.229637,2.9820182,-0.29263142,2.744464,-0.7809396,2.4796808,0.0,0.0,2
-0.17013511,0.036589183,-0.50584227,-0.3066848,-0.31918806,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
3.317057,-0.36769256,-0.2634075,-0.30668563,-0.31919158,-0.31747988,-0.3892212,-0.08330684,-0.3009672,1.2405367,-0.38797006,0.0,0.0,0
-0.4064288,-0.23293197,0.10024466,-0.19490331,-0.3183857,3.6485355,3.6251197,-0.29263142,3.389565,-0.7809396,2.4796808,0.0,0.0,2
-0.39996397,-0.23293197,0.22146206,-0.2820711,-0.3189922,3.229637,2.9614978,-0.29263142,2.744464,-0.7809396,2.4796808,0.0,0.0,2
-0.40512425,-0.23293197,0.34267944,-0.24152486,-0.3186041,2.885134,1.8795644,-0.29263142,2.2822483,-0.7809396,1.7465744,0.0,0.0,2
2.7040808,0.44087094,0.22146206,-0.30662128,-0.3191911,1.9807191,2.1462064,-0.302943,2.744464,-0.7809396,1.7465744,0.0,0.0,2
-0.34936652,-0.23293197,0.10024466,-0.30322146,-0.31916693,3.6485355,4.518492,-0.29263142,3.389565,-0.7809396,4.6363187,0.0,0.0,2
-0.38850838,-0.23293197,0.10024466,-0.29635188,-0.31911737,3.6485355,4.518492,-0.29263142,3.389565,-0.7809396,4.6363187,0.0,0.0,2
-0.11021117,0.30611035,0.10024466,-0.30600125,-0.3191845,2.3655999,2.9030738,-0.30205914,3.3875642,-0.7809396,3.2127872,0.0,0.0,2
2.0792649,0.44087094,0.10024466,-0.30660474,-0.31919095,2.1608026,3.0205035,-0.302943,3.389565,-0.7809396,3.1701062,0.0,0.0,2
-0.35050413,-0.23293197,-0.02097273,-0.30315503,-0.3191696,4.002835,3.9955285,-0.29263142,4.354716,-0.7809396,3.1701062,0.0,0.0,2
2.4141185,1.9232372,2.039723,-0.30663487,-0.3191893,0.12250185,0.19943652,0.79149294,-0.09254731,-0.7809396,0.26529798,0.0,0.0,0
-0.40757197,-0.23293197,-0.02097273,-0.007832643,-0.31730485,4.002835,4.518492,-0.29263142,4.354716,-0.7809396,3.9458933,0.0,0.0,2
-0.18937102,0.17134976,-0.50584227,-0.30668414,-0.3191869,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.24200551,0.7103921,0.34267944,-0.30606264,-0.31917313,0.52489054,0.4331986,-0.07031429,0.82211816,-0.7809396,0.27433628,0.0,0.0,0
-0.40653095,-0.23293197,0.34267944,-0.18828097,-0.3181244,2.8869014,2.2942917,-0.29263142,2.2836773,-0.7809396,1.7465744,0.0,0.0,2
3.317057,1.7884767,2.1609404,-0.30662408,-0.31918997,0.52428895,0.41959804,0.4216157,0.37052375,-0.7809396,0.32103413,0.0,0.0,0
-0.21392895,-0.0981714,-0.50584227,-0.30668485,-0.31918815,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.4052188,-0.50245315,-0.3846249,-0.30661765,-0.3190707,-0.52100563,-0.45105475,-0.30912992,-0.4710378,-0.49215728,-0.44973174,0.0,0.0,0
-0.4048296,-0.23293197,0.10024466,-0.24710014,-0.31876215,3.6485355,3.7976453,-0.29263142,3.389565,-0.7809396,3.2127872,0.0,0.0,2
-0.40605688,0.17134976,-0.2634075,-0.21382326,-0.31852213,3.6485355,4.518492,8.160782,-0.4593663,-0.7809396,4.6363187,0.0,0.0,0
-0.08881368,0.036589183,-0.50584227,-0.3066854,-0.31918904,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.1710221,-0.0981714,-0.50584227,-0.30668524,-0.3191888,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.38743326,0.036589183,-0.2634075,-0.29689062,-0.31913006,4.002835,3.9955285,8.160782,-0.4593663,-0.7809396,3.1701062,0.0,0.0,0
-0.39844537,-0.23293197,0.22146206,-0.28589275,-0.3190231,3.2276921,2.1745815,-0.29263142,2.7427967,-0.7809396,1.7465744,0.0,0.0,2
-0.3442636,0.036589183,-0.50584227,-0.3066788,-0.31917754,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.28331116,-0.0981714,-0.50584227,-0.30668366,-0.31918603,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.40825236,-0.36769256,-0.50584227,-0.20735495,-0.14555825,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,0
-0.39076462,-0.23293197,0.22146206,-0.29502466,-0.31909725,3.2276921,2.5996547,-0.29263142,2.7427967,-0.7809396,2.4796808,0.0,0.0,2
-0.40825194,-0.50245315,-0.3846249,-0.2234964,-0.17377372,-0.52100563,-0.45105475,-0.30912992,-0.4710378,-0.49215728,-0.44973174,0.0,0.0,0
-0.40716818,-0.23293197,0.22146206,-0.11891748,-0.31766754,3.2276921,1.9338001,-0.29263142,2.7427967,-0.7809396,1.0134681,0.0,0.0,2
-0.21780494,0.036589183,-0.50584227,-0.30668423,-0.3191871,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.35090196,-0.23293197,0.10024466,-0.30313054,-0.31916624,3.646375,4.123755,-0.29263142,3.3875642,-0.7809396,3.9458933,0.0,0.0,2
-0.40825275,-0.50245315,-0.3846249,-0.1856825,-0.10767453,-0.52100563,-0.45105475,-0.30912992,-0.4710378,-0.49215728,-0.44973174,0.0,0.0,0
-0.3866714,-0.23293197,-0.02097273,-0.2972364,-0.31913224,4.002835,4.518492,-0.29263142,4.354716,-0.7809396,3.9458933,0.0,0.0,2
-0.40470123,-0.50245315,-0.3846249,-0.30551198,-0.31908837,-0.2239272,-0.33311662,-0.0059701744,-0.17591527,1.8662318,-0.36085516,0.0,0.0,0
-0.38948894,-0.23293197,0.10024466,-0.29581186,-0.3191135,3.6485355,3.7790065,-0.29263142,3.389565,-0.7809396,3.1701062,0.0,0.0,2
3.317057,2.4622798,1.7972882,-0.30665284,-0.31918988,0.0103439875,0.1050963,0.037876353,0.034961786,-0.7809396,0.03883841,0.0,0.0,0
-0.09004753,-0.0981714,-0.50584227,-0.3066857,-0.3191896,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.14418842,0.44087094,0.22146206,-0.30591258,-0.31918216,1.9794227,1.8383735,-0.302943,2.7427967,-0.7809396,1.7465744,0.0,0.0,2
-0.3654555,0.036589183,-0.50584227,-0.3066747,-0.31917045,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.27559757,0.036589183,-0.50584227,-0.30668306,-0.319185,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.40825155,-0.50245315,-0.2634075,-0.19817753,-0.129516,-0.52100563,-0.45105475,-0.30912992,-0.4710378,-0.49215728,-0.44973174,0.0,0.0,0
2.5094445,0.44087094,0.10024466,-0.30661693,-0.3191911,2.1594136,3.2797117,-0.302943,3.3875642,-0.7809396,3.9458933,0.0,0.0,2
-0.3717964,-0.23293197,0.22146206,-0.30108938,-0.3191465,3.229637,2.9614978,-0.29263142,2.744464,-0.7809396,2.4796808,0.0,0.0,2
1.5460439,2.3275192,1.6760707,-0.30661595,-0.31918815,0.085429616,0.11403373,0.10595709,0.10345998,-0.7809396,0.2803618,0.0,0.0,0
-0.15739074,-0.0981714,-0.50584227,-0.30668536,-0.319189,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.3491552,-0.23293197,0.10024466,-0.30323386,-0.31916702,3.6485355,4.518492,-0.29263142,3.389565,-0.7809396,4.6363187,0.0,0.0,2
-0.40622437,-0.50245315,-0.3846249,-0.30573645,-0.31901065,-0.37732768,-0.4252558,-0.09258724,-0.3659942,1.1924063,-0.4180977,0.0,0.0,0
-0.40671995,-0.23293197,0.22146206,-0.17376359,-0.3181128,3.2276921,2.1745815,-0.29263142,2.7427967,-0.7809396,1.7465744,0.0,0.0,2
-0.4042044,0.036589183,-0.50584227,-0.30655706,-0.31896478,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
2.1288483,0.44087094,0.22146206,-0.30660638,-0.31919092,1.9807191,2.4293778,-0.302943,2.744464,-0.7809396,2.4796808,0.0,0.0,2
-0.3996495,-0.23293197,0.10024466,-0.28298295,-0.31902087,3.646375,2.9178047,-0.29263142,3.3875642,-0.7809396,2.4796808,0.0,0.0,2
-0.40825385,-0.23293197,-0.3846249,1.0520928,0.84415364,-0.5048014,-0.43321204,-0.25757214,-0.4710378,-0.49215728,-0.43717855,0.0,0.0,0
-0.3922128,0.036589183,-0.2634075,-0.29396525,-0.31911165,4.002835,4.518492,8.160782,-0.4593663,-0.7809396,4.6363187,0.0,0.0,0
-0.38755205,-0.23293197,0.10024466,-0.2968293,-0.31912082,3.6485355,4.518492,-0.29263142,3.389565,-0.7809396,4.6363187,0.0,0.0,2
-0.4071106,-0.23293197,0.10024466,-0.12827574,-0.31790513,3.6485355,3.7976453,-0.29263142,3.389565,-0.7809396,3.2127872,0.0,0.0,2
-0.11442979,-0.50245315,0.10024466,-0.30660346,-0.31918815,0.74385405,0.6159502,8.160782,-0.4730386,-0.7809396,0.23768094,0.0,0.0,0
-0.36792397,-0.0981714,-0.50584227,-0.30667657,-0.3191737,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.1869977,0.036589183,-0.50584227,-0.3066846,-0.31918776,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.4064692,-0.23293197,0.10024466,-0.19243504,-0.31836742,3.646375,2.7099543,-0.29263142,3.3875642,-0.7809396,1.7465744,0.0,0.0,2
2.276614,0.44087094,0.22146206,-0.30661085,-0.31919095,1.9794227,2.0110984,-0.302943,2.7427967,-0.7809396,1.7465744,0.0,0.0,2
-0.3539813,0.30611035,-0.2634075,-0.30292678,-0.31916142,3.229637,2.9614978,8.160782,-0.4593663,-0.7809396,2.4796808,0.0,0.0,0
-0.4082484,-0.36769256,-0.50584227,-0.27202424,-0.258601,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,0
-0.21736169,0.036589183,-0.50584227,-0.30668426,-0.3191871,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.38081083,-0.50245315,0.10024466,-0.306664,-0.3191517,-0.52100563,-0.45105475,-0.30912992,-0.4710378,-0.49215728,-0.44973174,0.0,0.0,0
2.6791706,0.5756315,-0.02097273,-0.3066207,-0.31919116,2.1621916,4.491841,-0.3036304,4.354716,-0.7809396,4.6363187,0.0,0.0,2
-0.3945217,-0.23293197,0.10024466,-0.29182634,-0.31908473,3.6485355,3.7790065,-0.29263142,3.389565,-0.7809396,3.1701062,0.0,0.0,2
-0.35451087,-0.36769256,0.22146206,-0.3028917,-0.3191645,3.646375,2.6974308,-0.2843822,2.744464,-0.7809396,1.7465744,0.0,0.0,2
1.0481876,0.97991323,1.7972882,-0.30648348,-0.319188,1.1708224,0.6528848,-0.16270582,0.9705257,-0.7809396,0.2803618,0.0,0.0,0
-0.4082495,-0.36769256,-0.2634075,0.41394493,-0.17099503,-0.3803525,-0.437069,-0.080213375,-0.38266778,1.288667,-0.42311898,0.0,0.0,0
-0.4070071,-0.23293197,0.22146206,-0.14316776,-0.3178644,3.2276921,2.1745815,-0.29263142,2.7427967,-0.7809396,1.7465744,0.0,0.0,2
-0.35515514,-0.23293197,0.22146206,-0.30284366,-0.31916073,3.229637,2.5874732,-0.29263142,2.744464,-0.7809396,1.7465744,0.0,0.0,2
-0.40689248,-0.0981714,-0.50584227,-0.3063779,-0.31865156,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.40757474,-0.23293197,0.22146206,-0.006608804,-0.31675577,3.2276921,2.5996547,-0.29263142,2.7427967,-0.7809396,2.4796808,0.0,0.0,2
-0.32510608,0.036589183,-0.50584227,-0.3066807,-0.31918088,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.3572641,-0.0981714,-0.50584227,-0.30667877,-0.31917748,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
2.1320255,0.44087094,0.22146206,-0.30660653,-0.31919092,1.9794227,2.1552086,-0.302943,2.7427967,-0.7809396,2.4796808,0.0,0.0,2
-0.35032323,-0.23293197,-0.02097273,-0.30316424,-0.3191697,4.002835,4.518492,-0.29263142,4.354716,-0.7809396,4.6363187,0.0,0.0,2
-0.40654138,-0.23293197,0.22146206,-0.18762092,-0.3182253,3.2276921,3.114813,-0.29263142,2.7427967,-0.7809396,3.1701062,0.0,0.0,2
2.5083048,0.17134976,0.58511424,-0.3066086,-0.31919098,2.3789527,3.5788794,8.160782,-0.47066727,-0.7809396,4.6363187,0.0,0.0,0
-0.40727082,-0.36769256,-0.2634075,-0.30404747,-0.31844372,-0.42572445,-0.437069,-0.16683045,-0.40601078,0.61484164,-0.43014878,0.0,0.0,0
-0.35735452,-0.0981714,-0.50584227,-0.3066787,-0.31917745,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.40824658,-0.36769256,-0.2634075,0.40764296,-0.22612429,-0.31099817,-0.3662662,-0.14826965,-0.26595265,0.75923276,-0.38797006,0.0,0.0,0
-0.4075031,-0.50245315,-0.3846249,-0.30444562,-0.31870216,-0.3848897,-0.45105475,-0.049278706,-0.40100873,1.5293189,-0.4286424,0.0,0.0,0
-0.35171974,-0.36769256,0.10024466,-0.3030791,-0.31916913,4.002835,3.9955285,-0.2843822,3.389565,-0.7809396,3.1701062,0.0,0.0,2
-0.40702742,-0.23293197,0.10024466,-0.14037158,-0.31799233,3.6485355,4.518492,-0.29263142,3.389565,-0.7809396,4.6363187,0.0,0.0,2
-0.39645782,-0.23293197,0.34267944,-0.28939626,-0.31903595,2.885134,1.8930867,-0.29263142,2.2822483,-0.7809396,1.7465744,0.0,0.0,2
-0.27436745,0.036589183,-0.3846249,-0.3066633,-0.31918368,-0.43535444,-0.42094544,-0.17920431,-0.40434343,-0.49215728,-0.42964664,0.0,0.0,0
-0.40011916,2.4622798,2.64581,-0.23708683,-0.3180837,1.5515865,0.8167365,-0.10334714,1.5308832,-0.7809396,0.98334044,0.0,0.0,0
-0.40755674,-0.36769256,-0.50584227,-0.3063853,-0.31866452,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,0
-0.40824604,-0.36769256,-0.2634075,0.26661152,-0.23204994,-0.3375732,-0.39511177,-0.11733498,-0.3126387,0.9998847,-0.40202963,0.0,0.0,0
-0.3971212,-0.50245315,-0.3846249,-0.3064491,-0.31915888,-0.32979515,-0.39300707,-0.07402644,-0.30263454,1.3367974,-0.39901686,0.0,0.0,0
-0.2194806,0.036589183,-0.50584227,-0.30668423,-0.31918705,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.40825438,-0.36769256,-0.50584227,1.9117291,3.558627,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,0
-0.4082538,-0.36769256,-0.50584227,-0.0041757217,0.20960155,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,0
-0.07739455,0.036589183,-0.50584227,-0.30668542,-0.31918913,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.40824938,-0.36769256,-0.2634075,1.1676639,-0.17467694,-0.24034753,-0.3251831,-0.12970884,-0.1825847,0.90362394,-0.36286366,0.0,0.0,0
-0.21771078,0.036589183,-0.50584227,-0.30668423,-0.3191871,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.34464422,0.036589183,-0.50584227,-0.3066787,-0.31917745,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.36691254,0.036589183,-0.50584227,-0.3066743,-0.31916967,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.3907347,0.30611035,-0.02097273,-0.29501453,-0.3190764,2.6077707,4.518492,-0.30205914,4.354716,-0.7809396,4.6363187,0.0,0.0,2
1.9843311,1.9232372,1.6760707,-0.30661327,-0.31918907,0.31718203,0.32501614,0.79637736,0.12541357,-0.7809396,0.2964299,0.0,0.0,0
-0.40824687,-0.36769256,-0.2634075,0.29875568,-0.22224645,-0.34146222,-0.4152163,-0.06783951,-0.33764908,1.3849277,-0.40956154,0.0,0.0,0
-0.4041146,-0.23293197,-0.02097273,-0.25739142,-0.31888083,4.002835,4.518492,-0.29263142,4.354716,-0.7809396,4.6363187,0.0,0.0,2
-0.40825438,-0.36769256,-0.50584227,6.5334287,3.558627,-0.41945884,-0.40774935,-0.16373698,-0.48104197,-0.49215728,-0.42613176,0.0,0.0,0
-0.35568932,-0.23293197,0.10024466,-0.30280465,-0.31916392,3.6485355,3.6251197,-0.29263142,3.389565,-0.7809396,2.4796808,0.0,0.0,2
-0.40750846,-0.50245315,-0.3846249,-0.30250114,-0.31869864,-0.2973866,-0.37365785,-0.05546564,-0.26261792,1.4811885,-0.38696578,0.0,0.0,0
-0.40824908,-0.23293197,-0.50584227,-0.306687,-0.21714407,-0.54045075,-0.45105475,-0.34625152,-0.48104197,-0.7809396,-0.4527445,0.0,0.0,0
-0.4082544,-0.36769256,-0.50584227,6.348561,5.497536,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,0
-0.40725458,-0.23293197,-0.02097273,-0.10269533,-0.31790388,4.002835,4.518492,-0.29263142,4.354716,-0.7809396,3.9458933,0.0,0.0,2
-0.3912767,-0.23293197,0.10024466,-0.2946667,-0.31910524,3.6485355,3.7790065,-0.29263142,3.389565,-0.7809396,3.1701062,0.0,0.0,2
-0.35390362,-0.23293197,0.10024466,-0.3029341,-0.31916484,3.646375,3.4758937,-0.29263142,3.3875642,-0.7809396,3.2127872,0.0,0.0,2
-0.4075058,-0.36769256,-0.2634075,-0.30171928,-0.31820887,-0.38424152,-0.40909755,-0.16683045,-0.3526553,0.61484164,-0.41408068,0.0,0.0,0
-0.19931017,-0.50245315,0.22146206,-0.30668348,-0.31918576,-0.52100563,-0.45105475,-0.30912992,-0.4710378,-0.49215728,-0.44973174,0.0,0.0,0
2.0259304,0.036589183,0.58511424,-0.30660293,-0.31919086,1.9820154,2.9115555,8.160782,-0.46955574,-0.7809396,3.1701062,0.0,0.0,0
-0.37318313,-0.23293197,0.22146206,-0.30086806,-0.31914473,3.229637,2.9614978,-0.29263142,2.744464,-0.7809396,2.4796808,0.0,0.0,2
-0.40524283,-0.50245315,-0.3846249,-0.306687,-0.31906974,-0.54045075,-0.45105475,-0.34625152,-0.48104197,-0.7809396,-0.4527445,0.0,0.0,0
-0.2227071,0.036589183,-0.50584227,-0.30668417,-0.319187,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
-0.39948434,-0.23293197,0.10024466,-0.28342932,-0.3190241,3.646375,2.9178047,-0.29263142,3.3875642,-0.7809396,2.4796808,0.0,0.0,2
-0.39130485,-0.23293197,0.22146206,-0.29464674,-0.31909424,3.229637,2.9614978,-0.29263142,2.744464,-0.7809396,2.4796808,0.0,0.0,2
-0.23917055,0.5756315,0.10024466,-0.306319,-0.31917667,0.22590356,0.35199493,-0.100836486,0.58273304,-0.7809396,0.28437883,0.0,0.0,0
-0.40677282,-0.0981714,-0.2634075,-0.30277976,-0.31844684,-0.3714633,-0.40433168,-0.12970884,-0.32264283,0.90362394,-0.40504238,0.0,0.0,0
-0.40673777,-0.23293197,-0.02097273,-0.29147702,-0.31834275,-0.007735098,0.0588208,0.56735235,-0.1175577,-0.7809396,-0.020914776,0.0,0.0,0
-0.36682963,-0.23293197,-0.02097273,-0.3017631,-0.31916082,4.002835,3.9955285,-0.29263142,4.354716,-0.7809396,3.1701062,0.0,0.0,2
2.1922548,0.036589183,0.58511424,-0.30659908,-0.31919092,2.5735795,4.305701,8.160782,-0.47066727,-0.7809396,4.6363187,0.0,0.0,0
-0.38520402,-0.23293197,0.10024466,-0.29783347,-0.31912807,3.6485355,4.518492,-0.29263142,3.389565,-0.7809396,4.6363187,0.0,0.0,2
-0.4044148,-0.0981714,-0.2634075,-0.30421066,-0.3189044,-0.27331164,-0.32178757,-0.12970884,-0.1459028,0.90362394,-0.35181686,0.0,0.0,0
-0.043456566,-0.0981714,-0.50584227,-0.30668586,-0.3191899,-0.52100563,-0.45105475,-0.30912992,-0.48104197,-0.49215728,-0.44973174,0.0,0.0,2
